control,model,case_count,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,class_0_precision_mean,class_0_precision_std,class_0_precision_min,class_0_precision_max,class_0_recall_mean,class_0_recall_std,class_0_recall_min,class_0_recall_max,class_0_f1_mean,class_0_f1_std,class_0_f1_min,class_0_f1_max,class_1_precision_mean,class_1_precision_std,class_1_precision_min,class_1_precision_max,class_1_recall_mean,class_1_recall_std,class_1_recall_min,class_1_recall_max,class_1_f1_mean,class_1_f1_std,class_1_f1_min,class_1_f1_max,class_2_precision_mean,class_2_precision_std,class_2_precision_min,class_2_precision_max,class_2_recall_mean,class_2_recall_std,class_2_recall_min,class_2_recall_max,class_2_f1_mean,class_2_f1_std,class_2_f1_min,class_2_f1_max,class_3_precision_mean,class_3_precision_std,class_3_precision_min,class_3_precision_max,class_3_recall_mean,class_3_recall_std,class_3_recall_min,class_3_recall_max,class_3_f1_mean,class_3_f1_std,class_3_f1_min,class_3_f1_max,class_4_precision_mean,class_4_precision_std,class_4_precision_min,class_4_precision_max,class_4_recall_mean,class_4_recall_std,class_4_recall_min,class_4_recall_max,class_4_f1_mean,class_4_f1_std,class_4_f1_min,class_4_f1_max,class_5_precision_mean,class_5_precision_std,class_5_precision_min,class_5_precision_max,class_5_recall_mean,class_5_recall_std,class_5_recall_min,class_5_recall_max,class_5_f1_mean,class_5_f1_std,class_5_f1_min,class_5_f1_max
label_shuffle,xrocket_random_forest_label_shuffle,25,0.15225024959336442,0.06367405864817594,0.042328042328042326,0.2965219421101774,0.15916666666666665,0.07238016916869487,0.041666666666666664,0.3125,0.1293174603174603,0.20126183950845733,0.0,0.75,0.11,0.18479718612576332,0.0,0.75,0.11650988880400646,0.1900809821020413,0.0,0.75,0.16711111111111113,0.1482600998018269,0.0,0.5,0.18,0.16232683080747928,0.0,0.5,0.16474606723200075,0.14064876417428157,0.0,0.4444444444444444,0.11988888888888888,0.12362248387133515,0.0,0.3333333333333333,0.115,0.12206555615733704,0.0,0.375,0.11497385620915032,0.11887900897589843,0.0,0.35294117647058826,0.1737112887112887,0.16794287747183975,0.0,0.5,0.185,0.19403607911932255,0.0,0.75,0.17286802877205357,0.16925444662380063,0.0,0.6,0.17850671550671549,0.1616464988589942,0.0,0.5384615384615384,0.185,0.19723082923316018,0.0,0.875,0.17218316977140508,0.16090818212225197,0.0,0.6666666666666666,0.18529004329004325,0.16120619167426609,0.0,0.6666666666666666,0.18,0.16232683080747928,0.0,0.625,0.17222048677157037,0.1351475681167063,0.0,0.4
label_shuffle,xrocket_logistic_regression_label_shuffle,25,0.16054252190030893,0.07204667268374661,0.017543859649122806,0.3150588102987484,0.16833333333333333,0.07451696302036052,0.020833333333333332,0.3125,0.1235108225108225,0.10917992825371414,0.0,0.3333333333333333,0.13,0.1298075498574717,0.0,0.5,0.12400108754409465,0.11460149242874011,0.0,0.4,0.1329056499056499,0.12613181570659085,0.0,0.5,0.14,0.1383835250309805,0.0,0.5,0.1323779223872103,0.12691988830351328,0.0,0.5,0.19394838494838496,0.20651562877576032,0.0,1.0,0.16,0.14370107863199913,0.0,0.5,0.15794132630355542,0.12604183802958252,0.0,0.4,0.21115129315129316,0.14672159716365565,0.0,0.5,0.235,0.17435595774162693,0.0,0.75,0.21501604071882707,0.14546930223987592,0.0,0.5714285714285714,0.19321489621489618,0.14869551777523396,0.0,0.5714285714285714,0.2,0.15811388300841897,0.0,0.5,0.19059379182908592,0.1427056865085409,0.0,0.5333333333333333,0.14946031746031746,0.10465879244949583,0.0,0.375,0.145,0.1307669683062202,0.0,0.625,0.14332496261908026,0.10878317157236715,0.0,0.45454545454545453
