sample_id,filename,channel,min,max,mean,original_length
ksas_m1_p18_d,1-18-d.csv,magn_field_x,-33.427,4.402,-13.697156862745096,51
ksas_m1_p18_d,1-18-d.csv,magn_field_y,-25.125,9.288,-8.974235294117646,51
ksas_m1_p18_d,1-18-d.csv,magn_field_z,-35.951,36.043,2.294803921568631,51
ksas_m1_p18_i,1-18-i.csv,accelerometer_x,-37.977,26.872,-8.147714285714287,42
ksas_m1_p18_i,1-18-i.csv,accelerometer_y,-50.788,21.067,-1.8913809523809524,42
ksas_m1_p18_i,1-18-i.csv,accelerometer_z,-15.086,27.347,4.813000000000002,42
ksas_m1_p18_i,1-18-i.csv,gravity_x,-9.421,-1.031,-3.429214285714286,42
ksas_m1_p18_i,1-18-i.csv,gravity_y,-5.671,7.354,2.0386904761904763,42
ksas_m1_p18_i,1-18-i.csv,gravity_z,-7.988,7.814,-0.8091190476190474,42
ksas_m1_p18_i,1-18-i.csv,gyros_x,-5.972,7.125,0.793119047619048,42
ksas_m1_p18_i,1-18-i.csv,gyros_y,-5.554,15.07,2.962190476190475,42
ksas_m1_p18_i,1-18-i.csv,gyros_z,-1.589,6.757,0.8294761904761905,42
ksas_m1_p18_i,1-18-i.csv,lin_accel_x,-35.246,28.226,-4.638523809523808,42
ksas_m1_p18_i,1-18-i.csv,lin_accel_y,-46.101,15.908,-2.5989047619047616,42
ksas_m1_p18_i,1-18-i.csv,lin_accel_z,-8.454,34.895,4.717999999999999,42
ksas_m1_p18_i,1-18-i.csv,game_rot_vec_x,-0.388,0.422,-0.008928571428571522,42
ksas_m1_p18_i,1-18-i.csv,game_rot_vec_y,-0.855,0.877,-0.2531190476190476,42
ksas_m1_p18_i,1-18-i.csv,game_rot_vec_z,-0.42,0.629,0.12166666666666662,42
ksas_m1_p18_i,1-18-i.csv,magn_field_x,-10.959,32.249,5.608785714285714,42
ksas_m1_p18_i,1-18-i.csv,magn_field_y,-42.918,2.846,-23.53909523809524,42
ksas_m1_p18_i,1-18-i.csv,magn_field_z,-39.861,21.016,-9.052333333333337,42
ksas_m1_p19_d,1-19-d.csv,accelerometer_x,-0.371,7.764,2.336363636363637,44
ksas_m1_p19_d,1-19-d.csv,accelerometer_y,-7.02,9.302,-0.20184090909090893,44
ksas_m1_p19_d,1-19-d.csv,accelerometer_z,-7.371,25.113,8.109136363636365,44
ksas_m1_p19_d,1-19-d.csv,gravity_x,-0.375,6.746,3.6930909090909094,44
ksas_m1_p19_d,1-19-d.csv,gravity_y,-4.363,7.785,3.363318181818181,44
ksas_m1_p19_d,1-19-d.csv,gravity_z,-4.374,9.468,2.375136363636365,44
ksas_m1_p19_d,1-19-d.csv,gyros_x,-0.666,6.854,1.7380000000000004,44
ksas_m1_p19_d,1-19-d.csv,gyros_y,-6.727,1.57,-2.031977272727273,44
ksas_m1_p19_d,1-19-d.csv,gyros_z,-2.268,0.335,-0.6064772727272728,44
ksas_m1_p19_d,1-19-d.csv,lin_accel_x,-5.807,5.189,-0.6447727272727273,44
ksas_m1_p19_d,1-19-d.csv,lin_accel_y,-14.887,3.775,-2.120818181818182,44
ksas_m1_p19_d,1-19-d.csv,lin_accel_z,-3.56,15.171,3.697704545454546,44
ksas_m1_p19_d,1-19-d.csv,game_rot_vec_x,-0.175,0.836,0.4327045454545454,44
ksas_m1_p19_d,1-19-d.csv,game_rot_vec_y,-0.205,-0.059,-0.13690909090909087,44
ksas_m1_p19_d,1-19-d.csv,game_rot_vec_z,0.181,0.694,0.44625,44
ksas_m1_p19_d,1-19-d.csv,magn_field_x,-36.823,-9.509,-23.34356818181818,44
ksas_m1_p19_d,1-19-d.csv,magn_field_y,-15.114,32.365,4.945636363636363,44
ksas_m1_p19_d,1-19-d.csv,magn_field_z,-29.297,21.436,-4.686750000000001,44
ksas_m1_p19_i,1-19-i.csv,accelerometer_x,-17.892,4.731,-4.713692307692307,39
ksas_m1_p19_i,1-19-i.csv,accelerometer_y,-18.636,8.756,-1.8726153846153846,39
ksas_m1_p19_i,1-19-i.csv,accelerometer_z,-7.273,23.27,8.360589743589744,39
ksas_m1_p19_i,1-19-i.csv,gravity_x,-7.384,-2.029,-4.041282051282051,39
ksas_m1_p19_i,1-19-i.csv,gravity_y,-4.867,8.805,4.184051282051281,39
ksas_m1_p19_i,1-19-i.csv,gravity_z,-3.328,8.616,1.7695384615384597,39
ksas_m1_p19_i,1-19-i.csv,gyros_x,-1.975,6.544,1.434051282051282,39
ksas_m1_p19_i,1-19-i.csv,gyros_y,-3.081,8.943,1.8931538461538464,39
ksas_m1_p19_i,1-19-i.csv,gyros_z,-2.133,5.454,1.6266153846153844,39
ksas_m1_p19_i,1-19-i.csv,lin_accel_x,-12.449,9.027,-0.46264102564102516,39
ksas_m1_p19_i,1-19-i.csv,lin_accel_y,-27.723,3.599,-3.447692307692308,39
ksas_m1_p19_i,1-19-i.csv,lin_accel_z,-3.548,15.36,3.987615384615386,39
ksas_m1_p19_i,1-19-i.csv,game_rot_vec_x,-0.32,0.419,-0.09979487179487179,39
ksas_m1_p19_i,1-19-i.csv,game_rot_vec_y,-0.74,0.76,0.08443589743589744,39
ksas_m1_p19_i,1-19-i.csv,game_rot_vec_z,-0.608,0.779,0.35451282051282046,39
ksas_m1_p19_i,1-19-i.csv,magn_field_x,-8.952,28.316,14.339205128205126,39
ksas_m1_p19_i,1-19-i.csv,magn_field_y,-31.798,28.233,-6.344666666666668,39
ksas_m1_p19_i,1-19-i.csv,magn_field_z,-38.297,-2.2,-19.461564102564104,39
ksas_m1_p02_d,1-2-d.csv,accelerometer_x,2.296,15.591,7.20825925925926,27
ksas_m1_p02_d,1-2-d.csv,accelerometer_y,-5.569,19.894,6.283407407407408,27
ksas_m1_p02_d,1-2-d.csv,accelerometer_z,-1.223,22.367,9.405925925925926,27
ksas_m1_p02_d,1-2-d.csv,gravity_x,-7.041,4.259,-0.08922222222222215,27
ksas_m1_p02_d,1-2-d.csv,gravity_y,-0.401,9.069,4.884740740740742,27
ksas_m1_p02_d,1-2-d.csv,gravity_z,-5.54,9.42,1.3765555555555553,27
ksas_m1_p02_d,1-2-d.csv,gyros_x,0.078,9.19,3.9997777777777768,27
ksas_m1_p02_d,1-2-d.csv,gyros_y,-12.028,0.021,-4.710148148148148,27
ksas_m1_p02_d,1-2-d.csv,gyros_z,-3.781,0.292,-1.6464074074074073,27
ksas_m1_p02_d,1-2-d.csv,lin_accel_x,0.862,20.917,6.913962962962962,27
ksas_m1_p02_d,1-2-d.csv,lin_accel_y,-12.815,11.279,-0.0007037037037026886,27
ksas_m1_p02_d,1-2-d.csv,lin_accel_z,-0.572,12.738,6.364518518518518,27
ksas_m1_p02_d,1-2-d.csv,game_rot_vec_x,-0.519,0.625,0.1419259259259259,27
ksas_m1_p02_d,1-2-d.csv,game_rot_vec_y,-0.696,0.717,-0.10829629629629628,27
ksas_m1_p02_d,1-2-d.csv,game_rot_vec_z,-0.475,0.483,-0.000518518518518519,27
ksas_m1_p02_d,1-2-d.csv,magn_field_x,-10.591,15.244,4.450518518518519,27
ksas_m1_p02_d,1-2-d.csv,magn_field_y,-45.415,7.466,-22.725703703703704,27
ksas_m1_p02_d,1-2-d.csv,magn_field_z,-43.227,24.745,-15.374629629629627,27
ksas_m1_p02_i,1-2-i.csv,accelerometer_x,-17.08,3.675,-4.720249999999999,28
ksas_m1_p02_i,1-2-i.csv,accelerometer_y,-11.245,9.663,-1.774964285714286,28
ksas_m1_p02_i,1-2-i.csv,accelerometer_z,-12.682,27.277,9.419214285714284,28
ksas_m1_p02_i,1-2-i.csv,gravity_x,-8.069,6.86,0.8257499999999999,28
ksas_m1_p02_i,1-2-i.csv,gravity_y,-3.929,6.781,3.0692857142857135,28
ksas_m1_p02_i,1-2-i.csv,gravity_z,-7.807,9.473,-0.12339285714285768,28
ksas_m1_p02_i,1-2-i.csv,gyros_x,-1.737,8.486,2.4730357142857144,28
ksas_m1_p02_i,1-2-i.csv,gyros_y,-1.385,15.299,6.274857142857143,28
ksas_m1_p02_i,1-2-i.csv,gyros_z,-0.817,7.412,1.5766785714285714,28
ksas_m1_p02_i,1-2-i.csv,lin_accel_x,-15.176,2.423,-4.676035714285716,28
ksas_m1_p02_i,1-2-i.csv,lin_accel_y,-16.228,11.563,-4.388678571428572,28
ksas_m1_p02_i,1-2-i.csv,lin_accel_z,-3.981,17.318,8.474321428571427,28
ksas_m1_p02_i,1-2-i.csv,game_rot_vec_x,-0.67,0.716,0.028928571428571415,28
ksas_m1_p02_i,1-2-i.csv,game_rot_vec_y,-0.606,0.621,0.08067857142857145,28
ksas_m1_p02_i,1-2-i.csv,game_rot_vec_z,-0.524,0.518,-0.15060714285714286,28
ksas_m1_p02_i,1-2-i.csv,magn_field_x,-20.68,46.469,10.697642857142851,28
ksas_m1_p02_i,1-2-i.csv,magn_field_y,-19.919,36.252,2.5318214285714324,28
ksas_m1_p02_i,1-2-i.csv,magn_field_z,-25.824,44.766,10.785428571428572,28
ksas_m1_p20_d,1-20-d.csv,accelerometer_x,-7.985,8.834,4.709153846153846,26
ksas_m1_p20_d,1-20-d.csv,accelerometer_y,-14.152,6.232,-1.3051923076923078,26
ksas_m1_p20_d,1-20-d.csv,accelerometer_z,-9.957,13.262,7.054307692307692,26
ksas_m1_p20_d,1-20-d.csv,gravity_x,-3.159,9.752,3.434,26
ksas_m1_p20_d,1-20-d.csv,gravity_y,-7.952,0.122,-2.795346153846154,26
ksas_m1_p20_d,1-20-d.csv,gravity_z,-9.584,8.393,-1.1853846153846146,26
ksas_m1_p20_d,1-20-d.csv,gyros_x,-0.19,6.059,3.276923076923077,26
ksas_m1_p20_d,1-20-d.csv,gyros_y,-14.868,1.356,-6.324423076923078,26
ksas_m1_p20_d,1-20-d.csv,gyros_z,-5.543,-0.303,-2.295653846153846,26
ksas_m1_p20_d,1-20-d.csv,lin_accel_x,-6.701,7.495,-0.03569230769230781,26
ksas_m1_p20_d,1-20-d.csv,lin_accel_y,-14.301,6.138,-1.8018076923076927,26
ksas_m1_p20_d,1-20-d.csv,lin_accel_z,-16.598,22.525,2.9763461538461553,26
ksas_m1_p20_d,1-20-d.csv,game_rot_vec_x,-0.597,0.462,-0.1403076923076923,26
ksas_m1_p20_d,1-20-d.csv,game_rot_vec_y,-0.914,0.855,-0.1569230769230769,26
ksas_m1_p20_d,1-20-d.csv,game_rot_vec_z,-0.234,0.106,-0.02484615384615385,26
ksas_m1_p20_d,1-20-d.csv,magn_field_x,-52.812,18.562,-24.919730769230775,26
ksas_m1_p20_d,1-20-d.csv,magn_field_y,-0.926,44.939,13.106230769230772,26
ksas_m1_p20_d,1-20-d.csv,magn_field_z,-40.363,51.421,0.06473076923076732,26
ksas_m1_p20_i,1-20-i.csv,accelerometer_x,-10.367,12.95,-0.647379310344828,29
ksas_m1_p20_i,1-20-i.csv,accelerometer_y,-16.558,4.71,-5.078862068965519,29
ksas_m1_p20_i,1-20-i.csv,accelerometer_z,-30.452,18.443,3.1696551724137922,29
ksas_m1_p20_i,1-20-i.csv,gravity_x,-9.557,1.357,-3.919551724137931,29
ksas_m1_p20_i,1-20-i.csv,gravity_y,-5.053,2.151,-1.9928275862068967,29
ksas_m1_p20_i,1-20-i.csv,gravity_z,-9.367,8.147,-1.9051379310344827,29
ksas_m1_p20_i,1-20-i.csv,gyros_x,0.083,8.238,3.224586206896552,29
ksas_m1_p20_i,1-20-i.csv,gyros_y,-2.019,12.683,4.6659999999999995,29
ksas_m1_p20_i,1-20-i.csv,gyros_z,-1.828,4.749,1.4224137931034482,29
ksas_m1_p20_i,1-20-i.csv,lin_accel_x,-3.889,21.672,4.535310344827586,29
ksas_m1_p20_i,1-20-i.csv,lin_accel_y,-16.118,5.311,-3.93203448275862,29
ksas_m1_p20_i,1-20-i.csv,lin_accel_z,-21.747,15.433,1.1045862068965515,29
ksas_m1_p20_i,1-20-i.csv,game_rot_vec_x,-0.753,0.63,-0.1760344827586207,29
ksas_m1_p20_i,1-20-i.csv,game_rot_vec_y,-0.719,0.783,0.0758620689655172,29
ksas_m1_p20_i,1-20-i.csv,game_rot_vec_z,-0.176,0.138,-0.04055172413793103,29
ksas_m1_p20_i,1-20-i.csv,magn_field_x,-18.202,47.032,15.986034482758617,29
ksas_m1_p20_i,1-20-i.csv,magn_field_y,-22.557,15.555,-0.2219655172413782,29
ksas_m1_p20_i,1-20-i.csv,magn_field_z,-49.38,52.068,4.732172413793106,29
ksas_m1_p03_d,1-3-d.csv,accelerometer_x,3.989,5.375,4.7657428571428575,35
ksas_m1_p03_d,1-3-d.csv,accelerometer_y,-2.164,-0.831,-1.3233142857142854,35
ksas_m1_p03_d,1-3-d.csv,accelerometer_z,8.129,8.955,8.546085714285717,35
ksas_m1_p03_d,1-3-d.csv,gravity_x,4.337,4.902,4.674600000000001,35
ksas_m1_p03_d,1-3-d.csv,gravity_y,-1.585,-0.958,-1.2512285714285711,35
ksas_m1_p03_d,1-3-d.csv,gravity_z,-6.35,8.575,-0.0013714285714284966,35
ksas_m1_p03_d,1-3-d.csv,gyros_x,-2.097,5.94,1.3626285714285713,35
ksas_m1_p03_d,1-3-d.csv,gyros_y,-8.825,9.563,-2.298342857142856,35
ksas_m1_p03_d,1-3-d.csv,gyros_z,-7.518,4.626,-0.9915714285714289,35
ksas_m1_p03_d,1-3-d.csv,lin_accel_x,-19.037,20.827,3.6045999999999982,35
ksas_m1_p03_d,1-3-d.csv,lin_accel_y,-29.262,16.69,-1.1650857142857143,35
ksas_m1_p03_d,1-3-d.csv,lin_accel_z,-6.639,15.383,4.122057142857143,35
ksas_m1_p03_d,1-3-d.csv,game_rot_vec_x,-0.067,0.523,0.27171428571428574,35
ksas_m1_p03_d,1-3-d.csv,game_rot_vec_y,-0.854,-0.243,-0.5790000000000001,35
ksas_m1_p03_d,1-3-d.csv,game_rot_vec_z,-0.36,0.02,-0.1784,35
ksas_m1_p03_d,1-3-d.csv,magn_field_x,-40.1,-8.739,-25.40748571428571,35
ksas_m1_p03_d,1-3-d.csv,magn_field_y,-30.365,24.182,-6.859142857142858,35
ksas_m1_p03_d,1-3-d.csv,magn_field_z,-38.78,25.066,-10.361171428571426,35
ksas_m1_p03_i,1-3-i.csv,accelerometer_x,-32.142,1.357,-6.5445714285714285,28
ksas_m1_p03_i,1-3-i.csv,accelerometer_y,-30.576,21.464,-0.327035714285714,28
ksas_m1_p03_i,1-3-i.csv,accelerometer_z,-10.546,37.699,8.38475,28
ksas_m1_p03_i,1-3-i.csv,gravity_x,-8.424,0.922,-1.7105,28
ksas_m1_p03_i,1-3-i.csv,gravity_y,-1.803,9.141,5.357500000000001,28
ksas_m1_p03_i,1-3-i.csv,gravity_z,-5.148,9.699,0.47192857142857125,28
ksas_m1_p03_i,1-3-i.csv,gyros_x,-2.139,6.271,0.8829642857142856,28
ksas_m1_p03_i,1-3-i.csv,gyros_y,-7.377,17.816,5.647821428571427,28
ksas_m1_p03_i,1-3-i.csv,gyros_z,-5.364,10.254,1.216821428571429,28
ksas_m1_p03_i,1-3-i.csv,lin_accel_x,-22.627,13.718,-3.9423928571428575,28
ksas_m1_p03_i,1-3-i.csv,lin_accel_y,-39.692,13.76,-4.1038571428571435,28
ksas_m1_p03_i,1-3-i.csv,lin_accel_z,-4.84,27.8,6.083714285714284,28
ksas_m1_p03_i,1-3-i.csv,game_rot_vec_x,-0.238,0.563,0.16532142857142856,28
ksas_m1_p03_i,1-3-i.csv,game_rot_vec_y,-0.821,0.819,-0.20796428571428574,28
ksas_m1_p03_i,1-3-i.csv,game_rot_vec_z,-0.501,0.691,0.0920357142857143,28
ksas_m1_p03_i,1-3-i.csv,magn_field_x,-8.984,43.675,12.31007142857143,28
ksas_m1_p03_i,1-3-i.csv,magn_field_y,-33.119,25.047,-8.169464285714286,28
ksas_m1_p03_i,1-3-i.csv,magn_field_z,-34.566,35.12,7.316142857142857,28
ksas_m1_p04_d,1-4-d.csv,accelerometer_x,-6.426,7.156,-2.5078620689655176,29
ksas_m1_p04_d,1-4-d.csv,accelerometer_y,-18.904,15.196,3.0965517241379312,29
ksas_m1_p04_d,1-4-d.csv,accelerometer_z,-3.294,21.397,10.357758620689655,29
ksas_m1_p04_d,1-4-d.csv,gravity_x,-3.811,4.481,0.6033793103448273,29
ksas_m1_p04_d,1-4-d.csv,gravity_y,0.097,8.719,5.446448275862069,29
ksas_m1_p04_d,1-4-d.csv,gravity_z,1.605,9.095,5.856862068965518,29
ksas_m1_p04_d,1-4-d.csv,gyros_x,-2.164,6.078,1.7792068965517243,29
ksas_m1_p04_d,1-4-d.csv,gyros_y,-6.489,2.546,-1.797,29
ksas_m1_p04_d,1-4-d.csv,gyros_z,-1.412,2.394,0.528241379310345,29
ksas_m1_p04_d,1-4-d.csv,lin_accel_x,-8.212,2.248,-2.2297931034482765,29
ksas_m1_p04_d,1-4-d.csv,lin_accel_y,-27.789,8.261,-2.1201379310344826,29
ksas_m1_p04_d,1-4-d.csv,lin_accel_z,-7.349,12.726,2.338172413793104,29
ksas_m1_p04_d,1-4-d.csv,game_rot_vec_x,0.01,0.549,0.32375862068965516,29
ksas_m1_p04_d,1-4-d.csv,game_rot_vec_y,-0.356,0.198,-0.07303448275862069,29
ksas_m1_p04_d,1-4-d.csv,game_rot_vec_z,-0.104,0.026,-0.035172413793103444,29
ksas_m1_p04_d,1-4-d.csv,magn_field_x,-12.946,33.676,13.581103448275865,29
ksas_m1_p04_d,1-4-d.csv,magn_field_y,-35.21,13.347,-12.246655172413792,29
ksas_m1_p04_d,1-4-d.csv,magn_field_z,-40.063,-27.048,-31.733862068965518,29
ksas_m1_p04_i,1-4-i.csv,accelerometer_x,-12.213,8.296,-3.7467692307692313,39
ksas_m1_p04_i,1-4-i.csv,accelerometer_y,-25.467,20.202,4.961999999999999,39
ksas_m1_p04_i,1-4-i.csv,accelerometer_z,-6.778,20.368,3.7917948717948726,39
ksas_m1_p04_i,1-4-i.csv,gravity_x,-7.36,-2.03,-5.5447435897435895,39
ksas_m1_p04_i,1-4-i.csv,gravity_y,2.637,8.616,6.27623076923077,39
ksas_m1_p04_i,1-4-i.csv,gravity_z,-3.635,9.225,0.3935897435897434,39
ksas_m1_p04_i,1-4-i.csv,gyros_x,-4.165,7.363,1.1923846153846156,39
ksas_m1_p04_i,1-4-i.csv,gyros_y,-2.088,6.203,1.8323846153846166,39
ksas_m1_p04_i,1-4-i.csv,gyros_z,-4.148,1.541,-0.2648974358974359,39
ksas_m1_p04_i,1-4-i.csv,lin_accel_x,-5.866,13.449,1.4854358974358974,39
ksas_m1_p04_i,1-4-i.csv,lin_accel_y,-32.243,10.736,-1.1471794871794871,39
ksas_m1_p04_i,1-4-i.csv,lin_accel_z,-5.732,11.491,1.2743846153846157,39
ksas_m1_p04_i,1-4-i.csv,game_rot_vec_x,-0.359,0.1,-0.14525641025641023,39
ksas_m1_p04_i,1-4-i.csv,game_rot_vec_y,0.17,0.789,0.6233333333333333,39
ksas_m1_p04_i,1-4-i.csv,game_rot_vec_z,0.486,0.695,0.5845128205128205,39
ksas_m1_p04_i,1-4-i.csv,magn_field_x,23.175,40.648,35.039153846153845,39
ksas_m1_p04_i,1-4-i.csv,magn_field_y,-23.936,9.305,-9.580743589743589,39
ksas_m1_p04_i,1-4-i.csv,magn_field_z,-35.472,20.744,0.4907179487179494,39
ksas_m1_p05_d,1-5-d.csv,accelerometer_x,-4.02,27.866,11.180166666666667,30
ksas_m1_p05_d,1-5-d.csv,accelerometer_y,-24.083,8.318,-2.056366666666667,30
ksas_m1_p05_d,1-5-d.csv,accelerometer_z,-10.702,23.99,10.1167,30
ksas_m1_p05_d,1-5-d.csv,gravity_x,0.907,8.979,4.144866666666666,30
ksas_m1_p05_d,1-5-d.csv,gravity_y,-5.568,7.466,3.4031666666666665,30
ksas_m1_p05_d,1-5-d.csv,gravity_z,-7.372,7.056,-1.3625333333333338,30
ksas_m1_p05_d,1-5-d.csv,gyros_x,-3.367,6.989,2.027833333333334,30
ksas_m1_p05_d,1-5-d.csv,gyros_y,-8.723,6.125,-3.253833333333333,30
ksas_m1_p05_d,1-5-d.csv,gyros_z,-7.746,2.985,-1.9445000000000001,30
ksas_m1_p05_d,1-5-d.csv,lin_accel_x,-25.37,18.293,4.729633333333334,30
ksas_m1_p05_d,1-5-d.csv,lin_accel_y,-31.119,9.481,-3.6488333333333336,30
ksas_m1_p05_d,1-5-d.csv,lin_accel_z,-5.254,23.814,8.296066666666668,30
ksas_m1_p05_d,1-5-d.csv,game_rot_vec_x,-0.087,0.891,0.5703333333333334,30
ksas_m1_p05_d,1-5-d.csv,game_rot_vec_y,-0.388,-0.211,-0.3292666666666666,30
ksas_m1_p05_d,1-5-d.csv,game_rot_vec_z,-0.099,0.608,0.22979999999999995,30
ksas_m1_p05_d,1-5-d.csv,magn_field_x,-40.044,0.226,-22.626966666666664,30
ksas_m1_p05_d,1-5-d.csv,magn_field_y,-30.882,36.899,-2.2388999999999966,30
ksas_m1_p05_d,1-5-d.csv,magn_field_z,-29.919,26.471,-4.417166666666665,30
ksas_m1_p05_i,1-5-i.csv,accelerometer_x,-26.87,10.946,-9.013366666666665,30
ksas_m1_p05_i,1-5-i.csv,accelerometer_y,-21.445,8.54,-1.9459666666666666,30
ksas_m1_p05_i,1-5-i.csv,accelerometer_z,-8.494,14.571,5.2422999999999975,30
ksas_m1_p05_i,1-5-i.csv,gravity_x,-9.45,1.673,-2.8920000000000003,30
ksas_m1_p05_i,1-5-i.csv,gravity_y,-5.937,8.664,3.4002,30
ksas_m1_p05_i,1-5-i.csv,gravity_z,-5.747,6.524,-0.7550666666666668,30
ksas_m1_p05_i,1-5-i.csv,gyros_x,-0.243,4.07,1.3676666666666668,30
ksas_m1_p05_i,1-5-i.csv,gyros_y,-2.213,8.915,4.099266666666668,30
ksas_m1_p05_i,1-5-i.csv,gyros_z,-3.483,10.72,2.624666666666666,30
ksas_m1_p05_i,1-5-i.csv,lin_accel_x,-17.05,9.857,-5.126066666666666,30
ksas_m1_p05_i,1-5-i.csv,lin_accel_y,-29.868,6.293,-4.371733333333334,30
ksas_m1_p05_i,1-5-i.csv,lin_accel_z,-2.909,13.342,5.044466666666667,30
ksas_m1_p05_i,1-5-i.csv,game_rot_vec_x,-0.471,0.62,0.05000000000000003,30
ksas_m1_p05_i,1-5-i.csv,game_rot_vec_y,-0.764,0.706,-0.24136666666666667,30
ksas_m1_p05_i,1-5-i.csv,game_rot_vec_z,-0.548,0.697,0.16099999999999998,30
ksas_m1_p05_i,1-5-i.csv,magn_field_x,-11.311,42.908,15.607899999999999,30
ksas_m1_p05_i,1-5-i.csv,magn_field_y,-25.847,39.066,1.841933333333336,30
ksas_m1_p05_i,1-5-i.csv,magn_field_z,-8.032,40.083,17.36613333333333,30
ksas_m1_p06_d,1-6-d.csv,accelerometer_x,-5.562,23.413,7.438166666666665,36
ksas_m1_p06_d,1-6-d.csv,accelerometer_y,-21.584,10.98,1.291416666666667,36
ksas_m1_p06_d,1-6-d.csv,accelerometer_z,-16.168,26.492,8.308611111111112,36
ksas_m1_p06_d,1-6-d.csv,gravity_x,3.607,7.566,4.824555555555556,36
ksas_m1_p06_d,1-6-d.csv,gravity_y,-2.558,8.968,4.277527777777777,36
ksas_m1_p06_d,1-6-d.csv,gravity_z,-2.926,8.645,2.639333333333334,36
ksas_m1_p06_d,1-6-d.csv,gyros_x,-3.611,9.197,1.9325555555555551,36
ksas_m1_p06_d,1-6-d.csv,gyros_y,-5.159,6.612,-1.3511944444444444,36
ksas_m1_p06_d,1-6-d.csv,gyros_z,-5.058,1.948,-0.8489722222222221,36
ksas_m1_p06_d,1-6-d.csv,lin_accel_x,-9.632,14.909,2.1373333333333333,36
ksas_m1_p06_d,1-6-d.csv,lin_accel_y,-30.82,12.058,-2.4164444444444437,36
ksas_m1_p06_d,1-6-d.csv,lin_accel_z,-15.079,18.635,4.548833333333332,36
ksas_m1_p06_d,1-6-d.csv,game_rot_vec_x,-0.141,0.684,0.32952777777777775,36
ksas_m1_p06_d,1-6-d.csv,game_rot_vec_y,-0.478,-0.207,-0.3583888888888888,36
ksas_m1_p06_d,1-6-d.csv,game_rot_vec_z,-0.146,0.07,-0.03677777777777777,36
ksas_m1_p06_d,1-6-d.csv,magn_field_x,-25.43,-1.619,-13.405666666666667,36
ksas_m1_p06_d,1-6-d.csv,magn_field_y,-39.148,30.002,-8.151833333333334,36
ksas_m1_p06_d,1-6-d.csv,magn_field_z,-40.555,-6.781,-25.216472222222226,36
ksas_m1_p06_i,1-6-i.csv,accelerometer_x,-14.715,-5.047,-8.801357142857144,28
ksas_m1_p06_i,1-6-i.csv,accelerometer_y,-11.906,11.356,1.6550714285714283,28
ksas_m1_p06_i,1-6-i.csv,accelerometer_z,-5.933,28.221,10.548607142857145,28
ksas_m1_p06_i,1-6-i.csv,gravity_x,-6.808,-0.756,-4.4,28
ksas_m1_p06_i,1-6-i.csv,gravity_y,-1.289,8.944,5.1295,28
ksas_m1_p06_i,1-6-i.csv,gravity_z,-4.129,7.782,1.6907500000000015,28
ksas_m1_p06_i,1-6-i.csv,gyros_x,-1.605,9.251,2.7742857142857145,28
ksas_m1_p06_i,1-6-i.csv,gyros_y,0.016,3.817,1.5713928571428575,28
ksas_m1_p06_i,1-6-i.csv,gyros_z,0.029,4.106,1.6288214285714286,28
ksas_m1_p06_i,1-6-i.csv,lin_accel_x,-8.663,10.132,-2.201107142857142,28
ksas_m1_p06_i,1-6-i.csv,lin_accel_y,-24.945,9.659,-4.787178571428571,28
ksas_m1_p06_i,1-6-i.csv,lin_accel_z,-5.188,20.9,5.993285714285713,28
ksas_m1_p06_i,1-6-i.csv,game_rot_vec_x,-0.091,0.702,0.36760714285714285,28
ksas_m1_p06_i,1-6-i.csv,game_rot_vec_y,0.309,0.481,0.4077142857142858,28
ksas_m1_p06_i,1-6-i.csv,game_rot_vec_z,0.062,0.262,0.12439285714285712,28
ksas_m1_p06_i,1-6-i.csv,magn_field_x,23.727,44.597,36.352464285714284,28
ksas_m1_p06_i,1-6-i.csv,magn_field_y,-35.188,13.268,-10.696035714285715,28
ksas_m1_p06_i,1-6-i.csv,magn_field_z,-14.157,20.395,1.2835357142857144,28
ksas_m1_p07_d,1-7-d.csv,accelerometer_x,-4.982,44.64,12.022999999999996,24
ksas_m1_p07_d,1-7-d.csv,accelerometer_y,-27.643,31.709,3.0294583333333325,24
ksas_m1_p07_d,1-7-d.csv,accelerometer_z,-17.456,23.439,5.308041666666667,24
ksas_m1_p07_d,1-7-d.csv,gravity_x,-4.541,8.365,0.10116666666666622,24
ksas_m1_p07_d,1-7-d.csv,gravity_y,-0.404,9.086,6.680333333333333,24
ksas_m1_p07_d,1-7-d.csv,gravity_z,-3.839,8.5,-0.5022083333333335,24
ksas_m1_p07_d,1-7-d.csv,gyros_x,-1.762,5.43,1.2712083333333333,24
ksas_m1_p07_d,1-7-d.csv,gyros_y,-19.509,2.057,-6.605291666666667,24
ksas_m1_p07_d,1-7-d.csv,gyros_z,-13.794,2.785,-2.5479583333333333,24
ksas_m1_p07_d,1-7-d.csv,lin_accel_x,-0.538,33.149,10.743833333333335,24
ksas_m1_p07_d,1-7-d.csv,lin_accel_y,-36.385,28.532,-3.7626666666666666,24
ksas_m1_p07_d,1-7-d.csv,lin_accel_z,-13.659,17.479,3.881208333333332,24
ksas_m1_p07_d,1-7-d.csv,game_rot_vec_x,-0.241,0.391,0.10933333333333338,24
ksas_m1_p07_d,1-7-d.csv,game_rot_vec_y,-0.742,0.825,-0.002458333333333266,24
ksas_m1_p07_d,1-7-d.csv,game_rot_vec_z,-0.604,0.596,0.07004166666666665,24
ksas_m1_p07_d,1-7-d.csv,magn_field_x,-39.595,12.617,-7.500916666666666,24
