class_label,group_level,group_value,fold_count,importance_mean,importance_std,importance_min,importance_max
0,channel,magn_field_z,5,0.07635188459526779,0.01023421298633549,0.05767338422518647,0.0880881478256364
0,channel,accelerometer_y,5,0.06701827258730782,0.008053863703436089,0.05488459116500703,0.08027037381328206
0,channel,game_rot_vec_z,5,0.06507286116815991,0.010096952236565308,0.05274049537723894,0.08021396625835223
0,channel,accelerometer_z,5,0.06318492563576414,0.017563141762483945,0.04472096975693332,0.09211482860648802
0,channel,magn_field_y,5,0.06101955061309496,0.016930631049165482,0.041872424780302134,0.08891727352305365
0,channel,accelerometer_x,5,0.06036944914641318,0.010959480241549668,0.04012988404075585,0.0734051231687087
0,channel,gyros_y,5,0.05990872107676952,0.008657406117135455,0.046554794914110575,0.06992664838797409
0,channel,magn_field_x,5,0.05912651242145282,0.007184455625443778,0.04900802918724176,0.07086716794886459
0,channel,gyros_x,5,0.05638731240166319,0.006882683250215734,0.04843835506848905,0.06562088191296463
0,channel,game_rot_vec_x,5,0.05486092230514383,0.017088771383090454,0.0361101506536067,0.08254480749349215
0,channel,gravity_y,5,0.054070719968656,0.007304347777839462,0.04572244263129491,0.06751905392566683
0,channel,game_rot_vec_y,5,0.05399721949896959,0.0076906842857103535,0.04518541986297585,0.06817763505930577
0,channel,lin_accel_y,5,0.050643895973391986,0.015863638899503964,0.03390517944978969,0.07873167299572088
0,channel,gravity_z,5,0.045598996652980096,0.011106768658662763,0.02593667440981198,0.060247595703257245
0,channel,gravity_x,5,0.04516596015055283,0.008621147473547348,0.03396638575963909,0.054928022828375736
0,channel,gyros_z,5,0.044584122853433876,0.009161093955108265,0.027722451680118113,0.053878993631351804
0,channel,lin_accel_x,5,0.04285369876022056,0.0074186338647516175,0.034171822795691184,0.05161314671388023
0,channel,lin_accel_z,5,0.03978497419075788,0.011948058583721555,0.01850063363131942,0.05203697650214055
1,channel,gravity_z,5,0.08909587146875596,0.008465211074471653,0.07588506437633752,0.09924947287880269
