group_level,group_value,fold_count,importance_mean,importance_std,importance_min,importance_max,mean_rank,rank_std
sensor_family,gravity,5,0.1999885040309607,0.010261534571077816,0.18278229964342932,0.2116690164443669,1.0,0.0
sensor_family,gyros,5,0.17484059598314555,0.004807507799190426,0.1693015466561629,0.1808057064324308,2.0,0.0
sensor_family,accelerometer,5,0.16764005563171008,0.003565959499101374,0.16235283297793907,0.1716202435938907,3.4,0.4898979485566356
sensor_family,game_rot_vec,5,0.1660916490585804,0.0036953250812791134,0.16180671163740834,0.172086767534779,3.6,0.4898979485566356
sensor_family,magn_field,5,0.15350131367079373,0.004900700400239207,0.14558607121593214,0.15756834623924526,5.0,0.0
sensor_family,lin_accel,5,0.13793788162480955,0.005713696971248655,0.12952881324478205,0.1436080319433141,6.0,0.0
