group_level,group_value,fold_count,importance_mean,importance_std,importance_min,importance_max,mean_rank,rank_std
axis,z,5,0.34722925307213204,0.008161125731079698,0.3394739695433337,0.36071131797817735,1.0,0.0
axis,y,5,0.3291915955423806,0.007306489019089168,0.3165828382826417,0.335776797741814,2.2,0.39999999999999997
axis,x,5,0.3235791513854874,0.0027440682547665144,0.3199670933194291,0.32816232971054965,2.8,0.39999999999999997
