method,fold,group_level,group_value,baseline_macro_f1,metric_macro_f1,macro_f1_drop,baseline_balanced_accuracy,metric_balanced_accuracy,balanced_accuracy_drop,repeat,positive_macro_f1_drop,normalized_positive_drop
permutation,0,channel,accelerometer_y,1.0,1.0,0.0,1.0,1.0,0.0,1,0.0,0.0
permutation,0,channel,accelerometer_y,1.0,1.0,0.0,1.0,1.0,0.0,2,0.0,0.0
permutation,0,channel,accelerometer_y,1.0,0.9790849673202615,0.020915032679738488,1.0,0.9791666666666666,0.02083333333333337,3,0.020915032679738488,0.01647907010961523
permutation,0,channel,accelerometer_y,1.0,1.0,0.0,1.0,1.0,0.0,4,0.0,0.0
permutation,0,channel,accelerometer_z,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0
permutation,0,channel,accelerometer_z,1.0,1.0,0.0,1.0,1.0,0.0,1,0.0,0.0
permutation,0,channel,accelerometer_z,1.0,0.9790849673202615,0.020915032679738488,1.0,0.9791666666666666,0.02083333333333337,2,0.020915032679738488,0.01647907010961523
permutation,0,channel,accelerometer_z,1.0,1.0,0.0,1.0,1.0,0.0,3,0.0,0.0
permutation,0,channel,accelerometer_z,1.0,1.0,0.0,1.0,1.0,0.0,4,0.0,0.0
permutation,0,channel,game_rot_vec_x,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0
permutation,0,channel,game_rot_vec_x,1.0,1.0,0.0,1.0,1.0,0.0,1,0.0,0.0
permutation,0,channel,game_rot_vec_x,1.0,0.9790849673202615,0.020915032679738488,1.0,0.9791666666666666,0.02083333333333337,2,0.020915032679738488,0.01647907010961523
permutation,0,channel,game_rot_vec_x,1.0,0.9790849673202615,0.020915032679738488,1.0,0.9791666666666666,0.02083333333333337,3,0.020915032679738488,0.01647907010961523
permutation,0,channel,game_rot_vec_x,1.0,0.9790849673202615,0.020915032679738488,1.0,0.9791666666666666,0.02083333333333337,4,0.020915032679738488,0.01647907010961523
permutation,0,channel,game_rot_vec_y,1.0,0.9565826330532213,0.04341736694677867,1.0,0.9583333333333334,0.04166666666666663,0,0.04341736694677867,0.0342087839329067
permutation,0,channel,game_rot_vec_y,1.0,0.9565826330532213,0.04341736694677867,1.0,0.9583333333333334,0.04166666666666663,1,0.04341736694677867,0.0342087839329067
permutation,0,channel,game_rot_vec_y,1.0,0.9565826330532213,0.04341736694677867,1.0,0.9583333333333334,0.04166666666666663,2,0.04341736694677867,0.0342087839329067
permutation,0,channel,game_rot_vec_y,1.0,0.9565826330532213,0.04341736694677867,1.0,0.9583333333333334,0.04166666666666663,3,0.04341736694677867,0.0342087839329067
permutation,0,channel,game_rot_vec_y,1.0,0.9790849673202615,0.020915032679738488,1.0,0.9791666666666666,0.02083333333333337,4,0.020915032679738488,0.01647907010961523
permutation,0,channel,game_rot_vec_z,1.0,0.9790849673202615,0.020915032679738488,1.0,0.9791666666666666,0.02083333333333337,0,0.020915032679738488,0.01647907010961523
permutation,0,channel,game_rot_vec_z,1.0,1.0,0.0,1.0,1.0,0.0,1,0.0,0.0
permutation,0,channel,game_rot_vec_z,1.0,1.0,0.0,1.0,1.0,0.0,2,0.0,0.0
permutation,0,channel,game_rot_vec_z,1.0,1.0,0.0,1.0,1.0,0.0,3,0.0,0.0
permutation,0,channel,game_rot_vec_z,1.0,0.9790849673202615,0.020915032679738488,1.0,0.9791666666666666,0.02083333333333337,4,0.020915032679738488,0.01647907010961523
permutation,0,channel,gravity_x,1.0,0.9790849673202615,0.020915032679738488,1.0,0.9791666666666666,0.02083333333333337,0,0.020915032679738488,0.01647907010961523
permutation,0,channel,gravity_x,1.0,0.9565826330532213,0.04341736694677867,1.0,0.9583333333333334,0.04166666666666663,1,0.04341736694677867,0.0342087839329067
permutation,0,channel,gravity_x,1.0,0.9790849673202615,0.020915032679738488,1.0,0.9791666666666666,0.02083333333333337,2,0.020915032679738488,0.01647907010961523
permutation,0,channel,gravity_x,1.0,0.9581699346405229,0.04183006535947709,1.0,0.9583333333333334,0.04166666666666663,3,0.04183006535947709,0.03295814021923055
permutation,0,channel,gravity_x,1.0,0.9790849673202615,0.020915032679738488,1.0,0.9791666666666666,0.02083333333333337,4,0.020915032679738488,0.01647907010961523
