fold,dilation,threshold_count,zero_threshold_fraction,near_zero_threshold_fraction,threshold_min,threshold_median,threshold_max
4,1,1512,1.0,1.0,0.0,0.0,0.0
4,2,1512,0.9133597883597884,0.9146825396825397,0.0,0.0,1.0819330215454102
4,3,1512,0.022486772486772486,0.022486772486772486,0.0,0.12624187767505646,9.98576831817627
4,4,1512,0.0,0.0,0.00800000037997961,0.5544501543045044,20.670753479003906
4,5,1512,0.0,0.0,0.013999994844198227,1.225933313369751,29.769184112548828
4,6,1512,0.0,0.0,0.01900005340576172,1.8254761695861816,35.86457443237305
