group_level,left_case,right_case,spearman_rank_correlation
axis,42_fold_1,7_fold_1,1.0
axis,42_fold_1,7_fold_2,1.0
axis,42_fold_1,7_fold_3,1.0
axis,42_fold_1,7_fold_4,1.0
axis,42_fold_2,42_fold_3,1.0
axis,42_fold_2,42_fold_4,1.0
axis,42_fold_2,7_fold_0,0.5
axis,42_fold_2,7_fold_1,0.5
axis,42_fold_2,7_fold_2,0.5
axis,42_fold_2,7_fold_3,0.5
axis,42_fold_2,7_fold_4,0.5
axis,42_fold_3,42_fold_4,1.0
axis,42_fold_3,7_fold_0,0.5
axis,42_fold_3,7_fold_1,0.5
axis,42_fold_3,7_fold_2,0.5
axis,42_fold_3,7_fold_3,0.5
axis,42_fold_3,7_fold_4,0.5
axis,42_fold_4,7_fold_0,0.5
axis,42_fold_4,7_fold_1,0.5
axis,42_fold_4,7_fold_2,0.5
axis,42_fold_4,7_fold_3,0.5
axis,42_fold_4,7_fold_4,0.5
axis,7_fold_0,7_fold_1,1.0
axis,7_fold_0,7_fold_2,1.0
axis,7_fold_0,7_fold_3,1.0
axis,7_fold_0,7_fold_4,1.0
axis,7_fold_1,7_fold_2,1.0
axis,7_fold_1,7_fold_3,1.0
axis,7_fold_1,7_fold_4,1.0
axis,7_fold_2,7_fold_3,1.0
axis,7_fold_2,7_fold_4,1.0
axis,7_fold_3,7_fold_4,1.0
channel,101_fold_0,101_fold_1,0.8286893704850361
channel,101_fold_0,101_fold_2,0.9731682146542827
channel,101_fold_0,101_fold_3,0.8080495356037152
channel,101_fold_0,101_fold_4,0.9360165118679051
channel,101_fold_0,13_fold_0,0.8926728586171312
channel,101_fold_0,13_fold_1,0.7151702786377709
channel,101_fold_0,13_fold_2,0.9009287925696594
channel,101_fold_0,13_fold_3,0.6862745098039216
channel,101_fold_0,13_fold_4,0.87203302373581
channel,101_fold_0,29_fold_0,0.8761609907120743
channel,101_fold_0,29_fold_1,0.8617131062951496
channel,101_fold_0,29_fold_2,0.8658410732714137
channel,101_fold_0,29_fold_3,0.8968008255933952
channel,101_fold_0,29_fold_4,0.894736842105263
channel,101_fold_0,42_fold_0,0.6718266253869969
channel,101_fold_0,42_fold_1,0.8452012383900928
channel,101_fold_0,42_fold_2,0.8493292053663571
channel,101_fold_0,42_fold_3,0.7585139318885449
channel,101_fold_0,42_fold_4,0.8224974200206397
channel,101_fold_0,7_fold_0,0.8617131062951496
channel,101_fold_0,7_fold_1,0.8472652218782251
channel,101_fold_0,7_fold_2,0.8431372549019607
channel,101_fold_0,7_fold_3,0.8617131062951496
channel,101_fold_0,7_fold_4,0.9195046439628484
channel,101_fold_1,101_fold_2,0.7977296181630547
channel,101_fold_1,101_fold_3,0.7750257997936018
channel,101_fold_1,101_fold_4,0.7997936016511867
channel,101_fold_1,13_fold_0,0.8493292053663571
channel,101_fold_1,13_fold_1,0.9174406604747163
channel,101_fold_1,13_fold_2,0.8617131062951496
channel,101_fold_1,13_fold_3,0.739938080495356
channel,101_fold_1,13_fold_4,0.7977296181630547
channel,101_fold_1,29_fold_0,0.7729618163054695
channel,101_fold_1,29_fold_1,0.8988648090815273
channel,101_fold_1,29_fold_2,0.7770897832817338
channel,101_fold_1,29_fold_3,0.8761609907120743
channel,101_fold_1,29_fold_4,0.7812177502579979
channel,101_fold_1,42_fold_0,0.6202270381836945
channel,101_fold_1,42_fold_1,0.9133126934984519
channel,101_fold_1,42_fold_2,0.6986584107327141
channel,101_fold_1,42_fold_3,0.6883384932920537
channel,101_fold_1,42_fold_4,0.7688338493292053
channel,101_fold_1,7_fold_0,0.7936016511867906
channel,101_fold_1,7_fold_1,0.8802889576883385
channel,101_fold_1,7_fold_2,0.7254901960784313
channel,101_fold_1,7_fold_3,0.7688338493292053
channel,101_fold_1,7_fold_4,0.8121775025799793
channel,101_fold_2,101_fold_3,0.8224974200206397
channel,101_fold_2,101_fold_4,0.9215686274509803
channel,101_fold_2,13_fold_0,0.8740970072239421
channel,101_fold_2,13_fold_1,0.717234262125903
channel,101_fold_2,13_fold_2,0.9050567595459237
channel,101_fold_2,13_fold_3,0.7461300309597524
channel,101_fold_2,13_fold_4,0.8968008255933952
channel,101_fold_2,29_fold_0,0.9050567595459237
channel,101_fold_2,29_fold_1,0.8637770897832818
channel,101_fold_2,29_fold_2,0.890608875128999
channel,101_fold_2,29_fold_3,0.9277605779153767
channel,101_fold_2,29_fold_4,0.9029927760577915
channel,101_fold_2,42_fold_0,0.7316821465428276
channel,101_fold_2,42_fold_1,0.7791537667698658
channel,101_fold_2,42_fold_2,0.8864809081527348
channel,101_fold_2,42_fold_3,0.7874097007223942
channel,101_fold_2,42_fold_4,0.8658410732714137
channel,101_fold_2,7_fold_0,0.8575851393188855
channel,101_fold_2,7_fold_1,0.8348813209494325
channel,101_fold_2,7_fold_2,0.8575851393188855
channel,101_fold_2,7_fold_3,0.9174406604747163
channel,101_fold_2,7_fold_4,0.9029927760577915
channel,101_fold_3,101_fold_4,0.8163054695562436
channel,101_fold_3,13_fold_0,0.7523219814241485
channel,101_fold_3,13_fold_1,0.6800825593395253
channel,101_fold_3,13_fold_2,0.7564499484004128
channel,101_fold_3,13_fold_3,0.7936016511867906
channel,101_fold_3,13_fold_4,0.8224974200206397
channel,101_fold_3,29_fold_0,0.7027863777089782
channel,101_fold_3,29_fold_1,0.7894736842105263
channel,101_fold_3,29_fold_2,0.6676986584107326
channel,101_fold_3,29_fold_3,0.7461300309597524
channel,101_fold_3,29_fold_4,0.8513931888544891
channel,101_fold_3,42_fold_0,0.7069143446852425
channel,101_fold_3,42_fold_1,0.7523219814241485
channel,101_fold_3,42_fold_2,0.6718266253869969
channel,101_fold_3,42_fold_3,0.7874097007223942
channel,101_fold_3,42_fold_4,0.8328173374613003
channel,101_fold_3,7_fold_0,0.6800825593395253
channel,101_fold_3,7_fold_1,0.7337461300309597
channel,101_fold_3,7_fold_2,0.6119711042311662
channel,101_fold_3,7_fold_3,0.7275541795665634
channel,101_fold_3,7_fold_4,0.8224974200206397
channel,101_fold_4,13_fold_0,0.9463364293085655
channel,101_fold_4,13_fold_1,0.7048503611971104
channel,101_fold_4,13_fold_2,0.8844169246646028
channel,101_fold_4,13_fold_3,0.7007223942208461
channel,101_fold_4,13_fold_4,0.9401444788441692
channel,101_fold_4,29_fold_0,0.8782249742002064
channel,101_fold_4,29_fold_1,0.8617131062951496
channel,101_fold_4,29_fold_2,0.8802889576883385
channel,101_fold_4,29_fold_3,0.8369453044375645
channel,101_fold_4,29_fold_4,0.9525283797729618
channel,101_fold_4,42_fold_0,0.7151702786377709
channel,101_fold_4,42_fold_1,0.8328173374613003
channel,101_fold_4,42_fold_2,0.8823529411764706
channel,101_fold_4,42_fold_3,0.7729618163054695
channel,101_fold_4,42_fold_4,0.8926728586171312
channel,101_fold_4,7_fold_0,0.8348813209494325
channel,101_fold_4,7_fold_1,0.8410732714138286
channel,101_fold_4,7_fold_2,0.7936016511867906
channel,101_fold_4,7_fold_3,0.8513931888544891
channel,101_fold_4,7_fold_4,0.9091847265221877
channel,13_fold_0,13_fold_1,0.8101135190918473
channel,13_fold_0,13_fold_2,0.8844169246646028
channel,13_fold_0,13_fold_3,0.7192982456140351
channel,13_fold_0,13_fold_4,0.9133126934984519
channel,13_fold_0,29_fold_0,0.894736842105263
channel,13_fold_0,29_fold_1,0.9174406604747163
channel,13_fold_0,29_fold_2,0.8637770897832818
channel,13_fold_0,29_fold_3,0.8307533539731682
channel,13_fold_0,29_fold_4,0.8864809081527348
channel,13_fold_0,42_fold_0,0.6656346749226005
channel,13_fold_0,42_fold_1,0.8452012383900928
channel,13_fold_0,42_fold_2,0.8823529411764706
channel,13_fold_0,42_fold_3,0.651186790505676
channel,13_fold_0,42_fold_4,0.8637770897832818
channel,13_fold_0,7_fold_0,0.8348813209494325
channel,13_fold_0,7_fold_1,0.8679050567595459
channel,13_fold_0,7_fold_2,0.7812177502579979
channel,13_fold_0,7_fold_3,0.8080495356037152
channel,13_fold_0,7_fold_4,0.8679050567595459
channel,13_fold_1,13_fold_2,0.7750257997936018
channel,13_fold_1,13_fold_3,0.8018575851393188
channel,13_fold_1,13_fold_4,0.7667698658410733
channel,13_fold_1,29_fold_0,0.7688338493292053
channel,13_fold_1,29_fold_1,0.9133126934984519
channel,13_fold_1,29_fold_2,0.7213622291021672
channel,13_fold_1,29_fold_3,0.8410732714138286
channel,13_fold_1,29_fold_4,0.6883384932920537
channel,13_fold_1,42_fold_0,0.6243550051599587
channel,13_fold_1,42_fold_1,0.7977296181630547
channel,13_fold_1,42_fold_2,0.6573787409700722
channel,13_fold_1,42_fold_3,0.6202270381836945
channel,13_fold_1,42_fold_4,0.739938080495356
channel,13_fold_1,7_fold_0,0.826625386996904
channel,13_fold_1,7_fold_1,0.8844169246646028
channel,13_fold_1,7_fold_2,0.7048503611971104
channel,13_fold_1,7_fold_3,0.7213622291021672
channel,13_fold_1,7_fold_4,0.739938080495356
channel,13_fold_2,13_fold_3,0.7523219814241485
channel,13_fold_2,13_fold_4,0.894736842105263
channel,13_fold_2,29_fold_0,0.8431372549019607
channel,13_fold_2,29_fold_1,0.8390092879256965
channel,13_fold_2,29_fold_2,0.9566563467492261
channel,13_fold_2,29_fold_3,0.9298245614035088
channel,13_fold_2,29_fold_4,0.7997936016511867
channel,13_fold_2,42_fold_0,0.7378740970072238
channel,13_fold_2,42_fold_1,0.7791537667698658
channel,13_fold_2,42_fold_2,0.9009287925696594
channel,13_fold_2,42_fold_3,0.8224974200206397
channel,13_fold_2,42_fold_4,0.87203302373581
channel,13_fold_2,7_fold_0,0.8555211558307534
channel,13_fold_2,7_fold_1,0.7997936016511867
channel,13_fold_2,7_fold_2,0.8142414860681115
channel,13_fold_2,7_fold_3,0.8513931888544891
channel,13_fold_2,7_fold_4,0.7977296181630547
channel,13_fold_3,13_fold_4,0.8452012383900928
channel,13_fold_3,29_fold_0,0.6945304437564499
channel,13_fold_3,29_fold_1,0.7770897832817338
channel,13_fold_3,29_fold_2,0.7151702786377709
channel,13_fold_3,29_fold_3,0.8348813209494325
channel,13_fold_3,29_fold_4,0.7502579979360166
channel,13_fold_3,42_fold_0,0.8142414860681115
channel,13_fold_3,42_fold_1,0.6676986584107326
channel,13_fold_3,42_fold_2,0.7420020639834881
channel,13_fold_3,42_fold_3,0.8039215686274509
channel,13_fold_3,42_fold_4,0.8410732714138286
channel,13_fold_3,7_fold_0,0.7647058823529412
channel,13_fold_3,7_fold_1,0.6738906088751291
channel,13_fold_3,7_fold_2,0.6429308565531475
channel,13_fold_3,7_fold_3,0.760577915376677
channel,13_fold_3,7_fold_4,0.6429308565531475
channel,13_fold_4,29_fold_0,0.8513931888544891
channel,13_fold_4,29_fold_1,0.8493292053663571
channel,13_fold_4,29_fold_2,0.8988648090815273
channel,13_fold_4,29_fold_3,0.8740970072239421
channel,13_fold_4,29_fold_4,0.9256965944272446
channel,13_fold_4,42_fold_0,0.8224974200206397
channel,13_fold_4,42_fold_1,0.7791537667698658
channel,13_fold_4,42_fold_2,0.9112487100103198
channel,13_fold_4,42_fold_3,0.8163054695562436
channel,13_fold_4,42_fold_4,0.9649122807017543
channel,13_fold_4,7_fold_0,0.8431372549019607
channel,13_fold_4,7_fold_1,0.7894736842105263
channel,13_fold_4,7_fold_2,0.7729618163054695
channel,13_fold_4,7_fold_3,0.8658410732714137
channel,13_fold_4,7_fold_4,0.8328173374613003
channel,29_fold_0,29_fold_1,0.9112487100103198
channel,29_fold_0,29_fold_2,0.8555211558307534
channel,29_fold_0,29_fold_3,0.869969040247678
channel,29_fold_0,29_fold_4,0.7894736842105263
channel,29_fold_0,42_fold_0,0.6800825593395253
channel,29_fold_0,42_fold_1,0.7647058823529412
channel,29_fold_0,42_fold_2,0.8410732714138286
channel,29_fold_0,42_fold_3,0.653250773993808
channel,29_fold_0,42_fold_4,0.8286893704850361
channel,29_fold_0,7_fold_0,0.8328173374613003
channel,29_fold_0,7_fold_1,0.8513931888544891
channel,29_fold_0,7_fold_2,0.7688338493292053
channel,29_fold_0,7_fold_3,0.7997936016511867
channel,29_fold_0,7_fold_4,0.7977296181630547
channel,29_fold_1,29_fold_2,0.8101135190918473
channel,29_fold_1,29_fold_3,0.8679050567595459
channel,29_fold_1,29_fold_4,0.8183694530443757
channel,29_fold_1,42_fold_0,0.6986584107327141
channel,29_fold_1,42_fold_1,0.8658410732714137
channel,29_fold_1,42_fold_2,0.8121775025799793
channel,29_fold_1,42_fold_3,0.6904024767801857
channel,29_fold_1,42_fold_4,0.8390092879256965
channel,29_fold_1,7_fold_0,0.8802889576883385
channel,29_fold_1,7_fold_1,0.9525283797729618
channel,29_fold_1,7_fold_2,0.8101135190918473
channel,29_fold_1,7_fold_3,0.8245614035087718
channel,29_fold_1,7_fold_4,0.8761609907120743
channel,29_fold_2,29_fold_3,0.9215686274509803
channel,29_fold_2,29_fold_4,0.8039215686274509
channel,29_fold_2,42_fold_0,0.6862745098039216
channel,29_fold_2,42_fold_1,0.6862745098039216
channel,29_fold_2,42_fold_2,0.9256965944272446
channel,29_fold_2,42_fold_3,0.826625386996904
channel,29_fold_2,42_fold_4,0.8617131062951496
channel,29_fold_2,7_fold_0,0.8617131062951496
channel,29_fold_2,7_fold_1,0.7667698658410733
channel,29_fold_2,7_fold_2,0.8163054695562436
channel,29_fold_2,7_fold_3,0.8802889576883385
channel,29_fold_2,7_fold_4,0.7708978328173374
channel,29_fold_3,29_fold_4,0.8183694530443757
channel,29_fold_3,42_fold_0,0.7275541795665634
channel,29_fold_3,42_fold_1,0.7812177502579979
channel,29_fold_3,42_fold_2,0.8452012383900928
channel,29_fold_3,42_fold_3,0.8348813209494325
channel,29_fold_3,42_fold_4,0.8328173374613003
channel,29_fold_3,7_fold_0,0.8926728586171312
channel,29_fold_3,7_fold_1,0.8286893704850361
channel,29_fold_3,7_fold_2,0.8369453044375645
channel,29_fold_3,7_fold_3,0.9071207430340558
channel,29_fold_3,7_fold_4,0.8039215686274509
channel,29_fold_4,42_fold_0,0.7027863777089782
channel,29_fold_4,42_fold_1,0.8059855521155831
channel,29_fold_4,42_fold_2,0.826625386996904
channel,29_fold_4,42_fold_3,0.7667698658410733
channel,29_fold_4,42_fold_4,0.87203302373581
channel,29_fold_4,7_fold_0,0.7791537667698658
channel,29_fold_4,7_fold_1,0.7956656346749225
channel,29_fold_4,7_fold_2,0.7708978328173374
channel,29_fold_4,7_fold_3,0.8823529411764706
channel,29_fold_4,7_fold_4,0.9174406604747163
channel,42_fold_0,42_fold_1,0.6656346749226005
channel,42_fold_0,42_fold_2,0.7977296181630547
channel,42_fold_0,42_fold_3,0.7481940144478844
channel,42_fold_0,42_fold_4,0.8658410732714137
channel,42_fold_0,7_fold_0,0.7481940144478844
channel,42_fold_0,7_fold_1,0.6284829721362228
channel,42_fold_0,7_fold_2,0.7688338493292053
channel,42_fold_0,7_fold_3,0.78328173374613
channel,42_fold_0,7_fold_4,0.6718266253869969
channel,42_fold_1,42_fold_2,0.6924664602683178
channel,42_fold_1,42_fold_3,0.6553147574819401
channel,42_fold_1,42_fold_4,0.7378740970072238
channel,42_fold_1,7_fold_0,0.7296181630546955
channel,42_fold_1,7_fold_1,0.8183694530443757
channel,42_fold_1,7_fold_2,0.7358101135190918
channel,42_fold_1,7_fold_3,0.717234262125903
channel,42_fold_1,7_fold_4,0.8328173374613003
channel,42_fold_2,42_fold_3,0.7564499484004128
channel,42_fold_2,42_fold_4,0.9009287925696594
channel,42_fold_2,7_fold_0,0.8369453044375645
channel,42_fold_2,7_fold_1,0.7481940144478844
channel,42_fold_2,7_fold_2,0.8472652218782251
channel,42_fold_2,7_fold_3,0.890608875128999
channel,42_fold_2,7_fold_4,0.7770897832817338
channel,42_fold_3,42_fold_4,0.8080495356037152
channel,42_fold_3,7_fold_0,0.7440660474716203
channel,42_fold_3,7_fold_1,0.6264189886480908
channel,42_fold_3,7_fold_2,0.6986584107327141
channel,42_fold_3,7_fold_3,0.7977296181630547
channel,42_fold_3,7_fold_4,0.7027863777089782
channel,42_fold_4,7_fold_0,0.8121775025799793
channel,42_fold_4,7_fold_1,0.7647058823529412
channel,42_fold_4,7_fold_2,0.7708978328173374
channel,42_fold_4,7_fold_3,0.8575851393188855
channel,42_fold_4,7_fold_4,0.8080495356037152
channel,7_fold_0,7_fold_1,0.9009287925696594
channel,7_fold_0,7_fold_2,0.8864809081527348
channel,7_fold_0,7_fold_3,0.8740970072239421
channel,7_fold_0,7_fold_4,0.8410732714138286
channel,7_fold_1,7_fold_2,0.7977296181630547
channel,7_fold_1,7_fold_3,0.8080495356037152
channel,7_fold_1,7_fold_4,0.8844169246646028
channel,7_fold_2,7_fold_3,0.933952528379773
channel,7_fold_2,7_fold_4,0.8844169246646028
channel,7_fold_3,7_fold_4,0.8844169246646028
dilation,101_fold_0,101_fold_1,1.0
dilation,101_fold_0,101_fold_2,1.0
dilation,101_fold_0,101_fold_3,0.942857142857143
dilation,101_fold_0,101_fold_4,0.942857142857143
dilation,101_fold_0,13_fold_0,1.0
dilation,101_fold_0,13_fold_1,1.0
dilation,101_fold_0,13_fold_2,1.0
dilation,101_fold_0,13_fold_3,0.942857142857143
dilation,101_fold_0,13_fold_4,0.942857142857143
dilation,101_fold_0,29_fold_0,1.0
dilation,101_fold_0,29_fold_1,1.0
dilation,101_fold_0,29_fold_2,1.0
dilation,101_fold_0,29_fold_3,1.0
dilation,101_fold_0,29_fold_4,1.0
dilation,101_fold_0,42_fold_0,1.0
dilation,101_fold_0,42_fold_1,1.0
dilation,101_fold_0,42_fold_2,1.0
dilation,101_fold_0,42_fold_3,0.942857142857143
dilation,101_fold_0,42_fold_4,0.942857142857143
dilation,101_fold_0,7_fold_0,1.0
dilation,101_fold_0,7_fold_1,0.942857142857143
dilation,101_fold_0,7_fold_2,0.942857142857143
dilation,101_fold_0,7_fold_3,1.0
dilation,101_fold_0,7_fold_4,0.942857142857143
dilation,101_fold_1,101_fold_2,1.0
dilation,101_fold_1,101_fold_3,0.942857142857143
dilation,101_fold_1,101_fold_4,0.942857142857143
dilation,101_fold_1,13_fold_0,1.0
dilation,101_fold_1,13_fold_1,1.0
dilation,101_fold_1,13_fold_2,1.0
dilation,101_fold_1,13_fold_3,0.942857142857143
dilation,101_fold_1,13_fold_4,0.942857142857143
dilation,101_fold_1,29_fold_0,1.0
dilation,101_fold_1,29_fold_1,1.0
dilation,101_fold_1,29_fold_2,1.0
dilation,101_fold_1,29_fold_3,1.0
dilation,101_fold_1,29_fold_4,1.0
dilation,101_fold_1,42_fold_0,1.0
dilation,101_fold_1,42_fold_1,1.0
dilation,101_fold_1,42_fold_2,1.0
dilation,101_fold_1,42_fold_3,0.942857142857143
dilation,101_fold_1,42_fold_4,0.942857142857143
dilation,101_fold_1,7_fold_0,1.0
dilation,101_fold_1,7_fold_1,0.942857142857143
dilation,101_fold_1,7_fold_2,0.942857142857143
dilation,101_fold_1,7_fold_3,1.0
dilation,101_fold_1,7_fold_4,0.942857142857143
dilation,101_fold_2,101_fold_3,0.942857142857143
dilation,101_fold_2,101_fold_4,0.942857142857143
dilation,101_fold_2,13_fold_0,1.0
dilation,101_fold_2,13_fold_1,1.0
dilation,101_fold_2,13_fold_2,1.0
dilation,101_fold_2,13_fold_3,0.942857142857143
dilation,101_fold_2,13_fold_4,0.942857142857143
dilation,101_fold_2,29_fold_0,1.0
dilation,101_fold_2,29_fold_1,1.0
dilation,101_fold_2,29_fold_2,1.0
dilation,101_fold_2,29_fold_3,1.0
dilation,101_fold_2,29_fold_4,1.0
dilation,101_fold_2,42_fold_0,1.0
dilation,101_fold_2,42_fold_1,1.0
dilation,101_fold_2,42_fold_2,1.0
dilation,101_fold_2,42_fold_3,0.942857142857143
dilation,101_fold_2,42_fold_4,0.942857142857143
dilation,101_fold_2,7_fold_0,1.0
dilation,101_fold_2,7_fold_1,0.942857142857143
dilation,101_fold_2,7_fold_2,0.942857142857143
dilation,101_fold_2,7_fold_3,1.0
dilation,101_fold_2,7_fold_4,0.942857142857143
dilation,101_fold_3,101_fold_4,1.0
dilation,101_fold_3,13_fold_0,0.942857142857143
dilation,101_fold_3,13_fold_1,0.942857142857143
dilation,101_fold_3,13_fold_2,0.942857142857143
dilation,101_fold_3,13_fold_3,1.0
dilation,101_fold_3,13_fold_4,1.0
dilation,101_fold_3,29_fold_0,0.942857142857143
dilation,101_fold_3,29_fold_1,0.942857142857143
dilation,101_fold_3,29_fold_2,0.942857142857143
dilation,101_fold_3,29_fold_3,0.942857142857143
dilation,101_fold_3,29_fold_4,0.942857142857143
dilation,101_fold_3,42_fold_0,0.942857142857143
dilation,101_fold_3,42_fold_1,0.942857142857143
dilation,101_fold_3,42_fold_2,0.942857142857143
dilation,101_fold_3,42_fold_3,1.0
dilation,101_fold_3,42_fold_4,1.0
dilation,101_fold_3,7_fold_0,0.942857142857143
dilation,101_fold_3,7_fold_1,1.0
dilation,101_fold_3,7_fold_2,1.0
dilation,101_fold_3,7_fold_3,0.942857142857143
dilation,101_fold_3,7_fold_4,1.0
dilation,101_fold_4,13_fold_0,0.942857142857143
dilation,101_fold_4,13_fold_1,0.942857142857143
dilation,101_fold_4,13_fold_2,0.942857142857143
dilation,101_fold_4,13_fold_3,1.0
dilation,101_fold_4,13_fold_4,1.0
dilation,101_fold_4,29_fold_0,0.942857142857143
dilation,101_fold_4,29_fold_1,0.942857142857143
dilation,101_fold_4,29_fold_2,0.942857142857143
dilation,101_fold_4,29_fold_3,0.942857142857143
dilation,101_fold_4,29_fold_4,0.942857142857143
dilation,101_fold_4,42_fold_0,0.942857142857143
dilation,101_fold_4,42_fold_1,0.942857142857143
dilation,101_fold_4,42_fold_2,0.942857142857143
dilation,101_fold_4,42_fold_3,1.0
dilation,101_fold_4,42_fold_4,1.0
dilation,101_fold_4,7_fold_0,0.942857142857143
dilation,101_fold_4,7_fold_1,1.0
dilation,101_fold_4,7_fold_2,1.0
dilation,101_fold_4,7_fold_3,0.942857142857143
dilation,101_fold_4,7_fold_4,1.0
dilation,13_fold_0,13_fold_1,1.0
dilation,13_fold_0,13_fold_2,1.0
dilation,13_fold_0,13_fold_3,0.942857142857143
dilation,13_fold_0,13_fold_4,0.942857142857143
dilation,13_fold_0,29_fold_0,1.0
dilation,13_fold_0,29_fold_1,1.0
dilation,13_fold_0,29_fold_2,1.0
dilation,13_fold_0,29_fold_3,1.0
dilation,13_fold_0,29_fold_4,1.0
dilation,13_fold_0,42_fold_0,1.0
dilation,13_fold_0,42_fold_1,1.0
dilation,13_fold_0,42_fold_2,1.0
dilation,13_fold_0,42_fold_3,0.942857142857143
dilation,13_fold_0,42_fold_4,0.942857142857143
dilation,13_fold_0,7_fold_0,1.0
dilation,13_fold_0,7_fold_1,0.942857142857143
dilation,13_fold_0,7_fold_2,0.942857142857143
dilation,13_fold_0,7_fold_3,1.0
dilation,13_fold_0,7_fold_4,0.942857142857143
dilation,13_fold_1,13_fold_2,1.0
dilation,13_fold_1,13_fold_3,0.942857142857143
dilation,13_fold_1,13_fold_4,0.942857142857143
dilation,13_fold_1,29_fold_0,1.0
dilation,13_fold_1,29_fold_1,1.0
dilation,13_fold_1,29_fold_2,1.0
dilation,13_fold_1,29_fold_3,1.0
dilation,13_fold_1,29_fold_4,1.0
dilation,13_fold_1,42_fold_0,1.0
dilation,13_fold_1,42_fold_1,1.0
dilation,13_fold_1,42_fold_2,1.0
dilation,13_fold_1,42_fold_3,0.942857142857143
dilation,13_fold_1,42_fold_4,0.942857142857143
dilation,13_fold_1,7_fold_0,1.0
dilation,13_fold_1,7_fold_1,0.942857142857143
dilation,13_fold_1,7_fold_2,0.942857142857143
dilation,13_fold_1,7_fold_3,1.0
dilation,13_fold_1,7_fold_4,0.942857142857143
dilation,13_fold_2,13_fold_3,0.942857142857143
dilation,13_fold_2,13_fold_4,0.942857142857143
dilation,13_fold_2,29_fold_0,1.0
dilation,13_fold_2,29_fold_1,1.0
dilation,13_fold_2,29_fold_2,1.0
dilation,13_fold_2,29_fold_3,1.0
dilation,13_fold_2,29_fold_4,1.0
dilation,13_fold_2,42_fold_0,1.0
dilation,13_fold_2,42_fold_1,1.0
dilation,13_fold_2,42_fold_2,1.0
dilation,13_fold_2,42_fold_3,0.942857142857143
dilation,13_fold_2,42_fold_4,0.942857142857143
dilation,13_fold_2,7_fold_0,1.0
dilation,13_fold_2,7_fold_1,0.942857142857143
dilation,13_fold_2,7_fold_2,0.942857142857143
dilation,13_fold_2,7_fold_3,1.0
dilation,13_fold_2,7_fold_4,0.942857142857143
dilation,13_fold_3,13_fold_4,1.0
dilation,13_fold_3,29_fold_0,0.942857142857143
dilation,13_fold_3,29_fold_1,0.942857142857143
dilation,13_fold_3,29_fold_2,0.942857142857143
dilation,13_fold_3,29_fold_3,0.942857142857143
dilation,13_fold_3,29_fold_4,0.942857142857143
dilation,13_fold_3,42_fold_0,0.942857142857143
dilation,13_fold_3,42_fold_1,0.942857142857143
dilation,13_fold_3,42_fold_2,0.942857142857143
dilation,13_fold_3,42_fold_3,1.0
dilation,13_fold_3,42_fold_4,1.0
dilation,13_fold_3,7_fold_0,0.942857142857143
dilation,13_fold_3,7_fold_1,1.0
dilation,13_fold_3,7_fold_2,1.0
dilation,13_fold_3,7_fold_3,0.942857142857143
dilation,13_fold_3,7_fold_4,1.0
dilation,13_fold_4,29_fold_0,0.942857142857143
dilation,13_fold_4,29_fold_1,0.942857142857143
dilation,13_fold_4,29_fold_2,0.942857142857143
dilation,13_fold_4,29_fold_3,0.942857142857143
dilation,13_fold_4,29_fold_4,0.942857142857143
dilation,13_fold_4,42_fold_0,0.942857142857143
dilation,13_fold_4,42_fold_1,0.942857142857143
dilation,13_fold_4,42_fold_2,0.942857142857143
dilation,13_fold_4,42_fold_3,1.0
dilation,13_fold_4,42_fold_4,1.0
dilation,13_fold_4,7_fold_0,0.942857142857143
dilation,13_fold_4,7_fold_1,1.0
dilation,13_fold_4,7_fold_2,1.0
dilation,13_fold_4,7_fold_3,0.942857142857143
dilation,13_fold_4,7_fold_4,1.0
dilation,29_fold_0,29_fold_1,1.0
dilation,29_fold_0,29_fold_2,1.0
dilation,29_fold_0,29_fold_3,1.0
dilation,29_fold_0,29_fold_4,1.0
dilation,29_fold_0,42_fold_0,1.0
dilation,29_fold_0,42_fold_1,1.0
dilation,29_fold_0,42_fold_2,1.0
dilation,29_fold_0,42_fold_3,0.942857142857143
dilation,29_fold_0,42_fold_4,0.942857142857143
dilation,29_fold_0,7_fold_0,1.0
dilation,29_fold_0,7_fold_1,0.942857142857143
dilation,29_fold_0,7_fold_2,0.942857142857143
dilation,29_fold_0,7_fold_3,1.0
dilation,29_fold_0,7_fold_4,0.942857142857143
dilation,29_fold_1,29_fold_2,1.0
dilation,29_fold_1,29_fold_3,1.0
dilation,29_fold_1,29_fold_4,1.0
dilation,29_fold_1,42_fold_0,1.0
dilation,29_fold_1,42_fold_1,1.0
dilation,29_fold_1,42_fold_2,1.0
dilation,29_fold_1,42_fold_3,0.942857142857143
dilation,29_fold_1,42_fold_4,0.942857142857143
dilation,29_fold_1,7_fold_0,1.0
dilation,29_fold_1,7_fold_1,0.942857142857143
dilation,29_fold_1,7_fold_2,0.942857142857143
dilation,29_fold_1,7_fold_3,1.0
dilation,29_fold_1,7_fold_4,0.942857142857143
dilation,29_fold_2,29_fold_3,1.0
dilation,29_fold_2,29_fold_4,1.0
dilation,29_fold_2,42_fold_0,1.0
dilation,29_fold_2,42_fold_1,1.0
dilation,29_fold_2,42_fold_2,1.0
dilation,29_fold_2,42_fold_3,0.942857142857143
dilation,29_fold_2,42_fold_4,0.942857142857143
dilation,29_fold_2,7_fold_0,1.0
dilation,29_fold_2,7_fold_1,0.942857142857143
