fold,dilation,threshold_count,zero_threshold_fraction,near_zero_threshold_fraction,threshold_min,threshold_median,threshold_max
1,1,1512,1.0,1.0,0.0,0.0,0.0
1,2,1512,0.7691798941798942,0.7718253968253969,0.0,0.0,1.52793550491333
1,3,1512,0.0006613756613756613,0.0006613756613756613,0.0,0.1822250857949257,10.840069770812988
1,4,1512,0.0,0.0,0.011000007390975952,0.5839833915233612,26.26548194885254
1,5,1512,0.0,0.0,0.017000000923871994,1.2329999804496765,35.482669830322266
1,6,1512,0.0,0.0,0.015999995172023773,1.7521257400512695,38.676448822021484
