fold,dilation,threshold_count,zero_threshold_fraction,near_zero_threshold_fraction,threshold_min,threshold_median,threshold_max
2,1,1512,1.0,1.0,0.0,0.0,0.0
2,2,1512,0.8128306878306878,0.8148148148148148,0.0,0.0,1.3483624458312988
2,3,1512,0.0013227513227513227,0.0013227513227513227,0.0,0.17924167960882187,10.790118217468262
2,4,1512,0.0,0.0,0.012999973259866238,0.6330000162124634,23.520597457885742
2,5,1512,0.0,0.0,0.02099999040365219,1.2984172105789185,32.91573715209961
2,6,1512,0.0,0.0,0.01899999938905239,1.8056087493896484,38.08696746826172
