model,fold_count,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,class_0_precision_mean,class_0_precision_std,class_0_recall_mean,class_0_recall_std,class_0_f1_mean,class_0_f1_std,class_1_precision_mean,class_1_precision_std,class_1_recall_mean,class_1_recall_std,class_1_f1_mean,class_1_f1_std,class_2_precision_mean,class_2_precision_std,class_2_recall_mean,class_2_recall_std,class_2_f1_mean,class_2_f1_std,class_3_precision_mean,class_3_precision_std,class_3_recall_mean,class_3_recall_std,class_3_f1_mean,class_3_f1_std,class_4_precision_mean,class_4_precision_std,class_4_recall_mean,class_4_recall_std,class_4_f1_mean,class_4_f1_std,class_5_precision_mean,class_5_precision_std,class_5_recall_mean,class_5_recall_std,class_5_f1_mean,class_5_f1_std
xrocket_random_forest,5,0.8828808540960245,0.06748384957080922,0.8833333333333332,0.06795627679291706,0.9777777777777779,0.04444444444444447,1.0,0.0,0.9882352941176471,0.02352941176470589,0.9777777777777779,0.04444444444444447,0.925,0.06123724356957946,0.9482352941176471,0.026059996432684154,0.7883116883116884,0.10672685868443958,0.75,0.23717082451262844,0.7517543859649123,0.1675783008597832,0.8055194805194805,0.18896103896103897,0.775,0.1224744871391589,0.7827443609022556,0.14196279208906823,0.925,0.09999999999999999,0.925,0.09999999999999999,0.925,0.09999999999999999,0.884090909090909,0.176103369343732,0.925,0.09999999999999999,0.9013157894736843,0.14329424621117878
xrocket_logistic_regression,5,0.8838126960185783,0.0699497356213821,0.8833333333333334,0.070464727188699,1.0,0.0,0.95,0.09999999999999999,0.9714285714285715,0.05714285714285716,0.9527777777777778,0.05800170282728085,0.925,0.09999999999999999,0.9346638655462185,0.060248350269446874,0.7216666666666667,0.1226306307777069,0.825,0.12747548783981963,0.7684640522875816,0.11977425118155371,0.8905555555555555,0.09499187749551775,0.8,0.1695582495781317,0.8342113768584358,0.12463922981499756,0.8877777777777777,0.10185925898991857,0.9,0.1224744871391589,0.8874416433239961,0.08410366413194632,0.9199999999999999,0.16,0.9,0.09354143466934853,0.9066666666666666,0.12364824660660939
