fold,split,sample_index,sample_id,original_length,padding_fraction,dilation,effective_receptive_field_samples,receptive_field_exceeds_original_length,mean_absolute_feature_delta,max_absolute_feature_delta
0,train,2,ksas_m0_p10_d,33,0.4107142857142857,1,9,False,0.1681293547153473,0.31114718317985535
0,train,3,ksas_m0_p10_i,43,0.2321428571428571,1,9,False,0.08130499720573425,0.1943521499633789
0,train,4,ksas_m0_p11_d,52,0.0714285714285714,1,9,False,0.025361215695738792,0.06730771064758301
0,train,5,ksas_m0_p11_i,28,0.5,1,9,False,0.21684855222702026,0.4464285671710968
0,train,6,ksas_m0_p12_d,39,0.3035714285714286,1,9,False,0.1120704784989357,0.26236265897750854
0,train,7,ksas_m0_p12_i,18,0.6785714285714286,1,9,False,0.2935090661048889,0.5853174924850464
0,train,12,ksas_m0_p15_d,41,0.2678571428571429,1,9,False,0.09744921326637268,0.20252615213394165
0,train,13,ksas_m0_p15_i,40,0.2857142857142857,1,9,False,0.10633976012468338,0.23571425676345825
0,train,14,ksas_m0_p16_d,30,0.4642857142857143,1,9,False,0.19869378209114075,0.44880950450897217
0,train,15,ksas_m0_p16_i,28,0.5,1,9,False,0.21221891045570374,0.4821428656578064
0,train,16,ksas_m0_p17_d,34,0.3928571428571429,1,9,False,0.15454794466495514,0.29411762952804565
0,train,17,ksas_m0_p17_i,23,0.5892857142857143,1,9,False,0.25450944900512695,0.5636646151542664
0,train,18,ksas_m0_p18_d,23,0.5892857142857143,1,9,False,0.2520062029361725,0.5380434989929199
0,train,19,ksas_m0_p18_i,38,0.3214285714285714,1,9,False,0.12590816617012024,0.29605263471603394
0,train,20,ksas_m0_p19_d,35,0.375,1,9,False,0.1433437317609787,0.3642857074737549
0,train,21,ksas_m0_p19_i,39,0.3035714285714286,1,9,False,0.11293354630470276,0.2646520137786865
0,train,22,ksas_m0_p02_d,32,0.4285714285714286,1,9,False,0.17821121215820312,0.3883928656578064
0,train,23,ksas_m0_p02_i,29,0.4821428571428571,1,9,False,0.20253977179527283,0.4322660267353058
0,train,24,ksas_m0_p20_d,36,0.3571428571428571,1,9,False,0.1455511897802353,0.3373015522956848
0,train,25,ksas_m0_p20_i,22,0.6071428571428572,1,9,False,0.26705726981163025,0.5162338018417358
0,train,26,ksas_m0_p03_d,31,0.4464285714285714,1,9,False,0.18732282519340515,0.40322577953338623
0,train,27,ksas_m0_p03_i,19,0.6607142857142857,1,9,False,0.3011142909526825,0.6259398460388184
0,train,28,ksas_m0_p04_d,49,0.125,1,9,False,0.030762404203414917,0.09438776969909668
0,train,29,ksas_m0_p04_i,44,0.2142857142857143,1,9,False,0.07446596026420593,0.1753246784210205
0,train,30,ksas_m0_p05_d,25,0.5535714285714286,1,9,False,0.23582673072814941,0.4692856967449188
0,train,31,ksas_m0_p05_i,34,0.3928571428571429,1,9,False,0.15994106233119965,0.31197476387023926
0,train,34,ksas_m0_p07_d,38,0.3214285714285714,1,9,False,0.12858907878398895,0.29605263471603394
0,train,35,ksas_m0_p07_i,35,0.375,1,9,False,0.15056690573692322,0.35357141494750977
0,train,36,ksas_m0_p08_d,44,0.2142857142857143,1,9,False,0.07415459305047989,0.1753246784210205
0,train,37,ksas_m0_p08_i,27,0.5178571428571428,1,9,False,0.22364294528961182,0.4986772835254669
0,train,38,ksas_m0_p09_d,23,0.5892857142857143,1,9,False,0.26203465461730957,0.5892857313156128
0,train,39,ksas_m0_p09_i,35,0.375,1,9,False,0.15006379783153534,0.3642857074737549
0,train,42,ksas_m1_p10_d,27,0.5178571428571428,1,9,False,0.22719129920005798,0.42195767164230347
0,train,43,ksas_m1_p10_i,26,0.5357142857142857,1,9,False,0.23240087926387787,0.4354395568370819
0,train,44,ksas_m1_p11_d,39,0.3035714285714286,1,9,False,0.11367123574018478,0.24130040407180786
0,train,45,ksas_m1_p11_i,39,0.3035714285714286,1,9,False,0.11672495305538177,0.25457876920700073
0,train,46,ksas_m1_p12_d,29,0.4821428571428571,1,9,False,0.2046245038509369,0.41564038395881653
0,train,47,ksas_m1_p12_i,33,0.4107142857142857,1,9,False,0.17087365686893463,0.3235931098461151
0,train,52,ksas_m1_p15_d,44,0.2142857142857143,1,9,False,0.07315824180841446,0.20941561460494995
0,train,53,ksas_m1_p15_i,47,0.1607142857142857,1,9,False,0.04709009826183319,0.1367781162261963
0,train,54,ksas_m1_p16_d,31,0.4464285714285714,1,9,False,0.18832823634147644,0.3888248801231384
0,train,55,ksas_m1_p16_i,37,0.3392857142857143,1,9,False,0.1336926817893982,0.2842664122581482
0,train,56,ksas_m1_p17_d,54,0.0357142857142857,1,9,False,0.01408878993242979,0.026455044746398926
0,train,57,ksas_m1_p17_i,52,0.0714285714285714,1,9,False,0.02420017123222351,0.056318700313568115
0,train,58,ksas_m1_p18_d,51,0.0892857142857143,1,9,False,0.02607247233390808,0.07177871465682983
0,train,59,ksas_m1_p18_i,42,0.25,1,9,False,0.08934083580970764,0.1845238208770752
0,train,60,ksas_m1_p19_d,44,0.2142857142857143,1,9,False,0.07308630645275116,0.18993502855300903
0,train,61,ksas_m1_p19_i,39,0.3035714285714286,1,9,False,0.11544458568096161,0.23351651430130005
0,train,62,ksas_m1_p02_d,27,0.5178571428571428,1,9,False,0.2242540419101715,0.47949734330177307
0,train,63,ksas_m1_p02_i,28,0.5,1,9,False,0.21306924521923065,0.375
0,train,64,ksas_m1_p20_d,26,0.5357142857142857,1,9,False,0.2293747216463089,0.4148351550102234
0,train,65,ksas_m1_p20_i,29,0.4821428571428571,1,9,False,0.20462407171726227,0.3645320236682892
0,train,66,ksas_m1_p03_d,35,0.375,1,9,False,0.15309903025627136,0.3214285969734192
0,train,67,ksas_m1_p03_i,28,0.5,1,9,False,0.2142384797334671,0.4285714328289032
0,train,68,ksas_m1_p04_d,29,0.4821428571428571,1,9,False,0.20735104382038116,0.4322660267353058
